step,mean_vel_x,mean_abs_vx_error,p2_fault_active_mean,residual_action_mean_norm,final_action_mean_norm,base_action_mean_norm,residual_action_max_norm,mean_abs_yaw_error,done_count,no_nan_inf
1,0.12658099830150604,0.8734190464019775,0.0,0.06625653803348541,0.6453126668930054,0.6459068059921265,0.0816497877240181,0.7751844525337219,0,True
2,-0.02650134637951851,1.0265012979507446,0.0,0.07764512300491333,1.452480673789978,1.4374516010284424,0.12092479318380356,0.7248612642288208,0,True
3,0.0020848531275987625,0.9979150891304016,0.0,0.06919652223587036,1.0211503505706787,1.0183649063110352,0.14880871772766113,0.7647948861122131,0,True
4,-0.10861612856388092,1.1086161136627197,0.0,0.05655335634946823,0.8092713356018066,0.8066083192825317,0.11976448446512222,0.566074550151825,0,True
5,-0.14634039998054504,1.1463403701782227,0.0,0.05746794492006302,0.7384271621704102,0.7353272438049316,0.10145674645900726,0.7382508516311646,0,True
6,-0.1935015320777893,1.1935014724731445,0.0,0.0655537024140358,0.8362452387809753,0.8361773490905762,0.137477844953537,1.0142021179199219,0,True
7,-0.18374451994895935,1.1837445497512817,0.0,0.06667697429656982,0.9084064960479736,0.9077929258346558,0.12980131804943085,1.167272686958313,0,True
8,-0.13971421122550964,1.1418359279632568,0.0,0.07235781848430634,0.9868900775909424,0.9871599674224854,0.13356806337833405,1.258643627166748,0,True
9,-0.09676383435726166,1.0967638492584229,0.0,0.07330609858036041,1.0547618865966797,1.0556068420410156,0.1277897208929062,1.2161080837249756,0,True
10,-0.051352716982364655,1.0513527393341064,0.0,0.06700274348258972,1.1061046123504639,1.1051080226898193,0.11654890328645706,1.037184715270996,0,True
11,0.0054672835394740105,0.9953048229217529,0.0,0.0652891993522644,1.2069447040557861,1.206539511680603,0.13030070066452026,1.030679702758789,0,True
12,0.0593474879860878,0.9408866167068481,0.0,0.06227404624223709,1.265503168106079,1.267318844795227,0.10795039683580399,0.780078649520874,0,True
13,0.0947326272726059,0.9056304693222046,0.0,0.05854073166847229,1.3033006191253662,1.3044254779815674,0.12674760818481445,0.6696077585220337,0,True
14,0.15372179448604584,0.8466331362724304,0.0,0.05811621621251106,1.4603936672210693,1.4621020555496216,0.1310807317495346,0.549369215965271,0,True
15,0.20595191419124603,0.7969869375228882,0.0,0.058765798807144165,1.4633562564849854,1.4647513628005981,0.11168514937162399,0.44916394352912903,0,True
16,0.23059692978858948,0.772215723991394,0.0,0.05764041095972061,1.510865569114685,1.5109610557556152,0.11243206262588501,0.3835565447807312,0,True
17,0.24112921953201294,0.7647581100463867,0.0,0.056444115936756134,1.500736951828003,1.5037940740585327,0.10656162351369858,0.3432415723800659,0,True
18,0.2727835774421692,0.730247974395752,0.0,0.05190114304423332,1.4995789527893066,1.503820776939392,0.10569468885660172,0.3177775740623474,0,True
19,0.3015977144241333,0.7095545530319214,0.0,0.05267420783638954,1.4754645824432373,1.4800353050231934,0.12442287057638168,0.3016882836818695,0,True
20,0.34515509009361267,0.678010106086731,0.0,0.05246291309595108,1.4762719869613647,1.4821072816848755,0.09141821414232254,0.2721360921859741,0,True
21,0.37284189462661743,0.6403130888938904,0.0,0.05107935145497322,1.474654197692871,1.4821555614471436,0.09110300987958908,0.299422025680542,0,True
22,0.3956245183944702,0.6138076782226562,0.0,0.04811343923211098,1.499443531036377,1.5062793493270874,0.08605410158634186,0.2835778594017029,0,True
23,0.39630377292633057,0.6171120405197144,0.0,0.0492301806807518,1.4836664199829102,1.4905133247375488,0.09374747425317764,0.2972279191017151,0,True
24,0.39768925309181213,0.610210657119751,0.0,0.04914594069123268,1.4919602870941162,1.4974255561828613,0.10366300493478775,0.3289393186569214,0,True
25,0.40894562005996704,0.6093131303787231,0.0,0.05070427432656288,1.5230345726013184,1.5306618213653564,0.11753367632627487,0.3375082015991211,0,True
26,0.3940889835357666,0.6176168918609619,0.0,0.052681900560855865,1.5214025974273682,1.5283170938491821,0.10993489623069763,0.3453189730644226,0,True
27,0.3828900456428528,0.6307616233825684,0.0,0.05406537652015686,1.5300514698028564,1.538362741470337,0.09838274121284485,0.325167179107666,0,True
28,0.3795146346092224,0.636483371257782,0.0,0.05694367736577988,1.5403847694396973,1.5488840341567993,0.13740208745002747,0.3452439606189728,0,True
29,0.3879098892211914,0.627933919429779,0.0,0.05759374797344208,1.5172066688537598,1.5257246494293213,0.11955710500478745,0.33491751551628113,0,True
30,0.40851086378097534,0.6088571548461914,0.0,0.05789125710725784,1.5265884399414062,1.5352872610092163,0.11268077045679092,0.31615203619003296,0,True
31,0.45059046149253845,0.5679440498352051,0.0,0.057444922626018524,1.5195448398590088,1.5289700031280518,0.1293133646249771,0.2770586609840393,0,True
32,0.5005991458892822,0.5242141485214233,0.0,0.05983734130859375,1.5116448402404785,1.522128939628601,0.10463178902864456,0.3248830735683441,0,True
33,0.517935037612915,0.5233554840087891,0.0,0.060665540397167206,1.4435220956802368,1.4542014598846436,0.09675943851470947,0.29018402099609375,0,True
34,0.5403628945350647,0.5071982145309448,0.0,0.05790293589234352,1.4225949048995972,1.4322236776351929,0.11185728758573532,0.2723959982395172,0,True
35,0.5278031229972839,0.5227107405662537,0.0,0.05629802122712135,1.4125282764434814,1.4198483228683472,0.09686124324798584,0.2637856602668762,0,True
36,0.5089964866638184,0.5244598984718323,0.0,0.055885642766952515,1.4288548231124878,1.4359440803527832,0.13152554631233215,0.28305763006210327,0,True
37,0.4974679946899414,0.5372058153152466,0.0,0.05565550923347473,1.4141219854354858,1.4218239784240723,0.10547207295894623,0.2742794156074524,0,True
38,0.5136675834655762,0.5321476459503174,0.0,0.05642011761665344,1.4459890127182007,1.455018162727356,0.11007848381996155,0.2966173589229584,0,True
39,0.5180589556694031,0.5161517858505249,0.0,0.05788504704833031,1.494943380355835,1.5033010244369507,0.17488084733486176,0.2964993119239807,0,True
40,0.527890682220459,0.5094031095504761,0.0,0.05764621123671532,1.4848077297210693,1.4942512512207031,0.0974389985203743,0.29041770100593567,0,True
41,0.5409413576126099,0.5020063519477844,0.0,0.06037406250834465,1.4657278060913086,1.475677490234375,0.1028832197189331,0.29152578115463257,0,True
42,0.5729290246963501,0.4745156466960907,0.0,0.06069699674844742,1.462040662765503,1.4719994068145752,0.11662756651639938,0.2985692620277405,1,True
43,0.5872775316238403,0.45078736543655396,0.0,0.06094280630350113,1.445186972618103,1.4550117254257202,0.0988081693649292,0.27160775661468506,0,True
44,0.5974547266960144,0.4525461196899414,0.0,0.06104453653097153,1.429513931274414,1.4398281574249268,0.10871773958206177,0.28422224521636963,0,True
45,0.6245182156562805,0.42810916900634766,0.0,0.06020883843302727,1.4012901782989502,1.4102274179458618,0.11165213584899902,0.2265056073665619,0,True
